income,credit_score,loan_amount,years_employed,points,loan_approved
0.6984930490113501,0.16181818181818186,0.7896767870633155,0.675,0.4444444444444445,False
0.12124825912551807,0.78,0.29450558425383344,0.7000000000000001,0.5,False
0.02689494708575524,0.5163636363636364,0.20758723482450944,0.325,0.3888888888888889,False
0.810125843333806,0.08000000000000007,0.9759887294035976,0.7250000000000001,0.4444444444444445,False
0.3001809675509336,0.35636363636363644,0.9423198644261592,0.1,0.16666666666666669,False
0.26723986956993107,0.7072727272727273,0.37150090858974616,0.7250000000000001,0.611111111111111,True
0.24353895806056158,0.1327272727272728,0.814627274026584,1.0,0.2777777777777778,False
0.15207945893204128,0.40727272727272734,0.9156134512117933,0.5,0.16666666666666669,False
0.8045717240286546,0.12181818181818183,0.2818465810482471,0.9,0.5,False
0.11159109673007478,0.2654545454545455,0.35398248157298323,0.2,0.11111111111111112,False
0.7392399362860789,0.6727272727272728,0.29301508871511117,0.2,0.7222222222222222,True
0.8091584591905664,0.11818181818181828,0.5144047205831309,0.6000000000000001,0.5,False
0.9747729566094855,0.49636363636363634,0.85721869448925,0.525,0.4444444444444445,False
0.5956834652367172,0.9436363636363636,0.14192376013230698,1.0,1.0,True
0.0945868185570965,0.9872727272727273,0.00030626620658676454,0.9500000000000001,0.7777777777777778,True
0.645011717023459,0.1454545454545455,0.11415562406844026,0.775,0.5555555555555556,True
0.4607500562917497,0.30727272727272736,0.3542070767911468,0.8250000000000001,0.4444444444444445,False
0.03429209997414745,0.6945454545454546,0.5857647467178472,0.8250000000000001,0.4444444444444445,False
0.03212382517033463,0.40909090909090917,0.009167568450497172,0.1,0.22222222222222227,False
0.1019672924085363,0.4418181818181819,0.37217469424423705,0.775,0.16666666666666669,False
0.23854358649331586,0.7563636363636363,0.25432345794964983,0.15000000000000002,0.611111111111111,True
0.25387162145257736,0.18181818181818188,0.08065010106784816,0.625,0.4444444444444445,False
0.5519426908290316,0.26,0.5640606815443984,0.275,0.3888888888888889,False
0.6576043899225259,0.18181818181818188,0.06723564121934784,0.8500000000000001,0.5555555555555556,True
0.028562850780995908,0.8945454545454545,0.2855626110214999,0.625,0.5555555555555556,True
0.6130380031856961,0.530909090909091,0.5655715948302265,0.875,0.611111111111111,True
0.2169025360475686,0.11272727272727279,0.41917634808175264,0.07500000000000001,0.22222222222222227,False
0.7822218145124301,0.14909090909090916,0.2481981338179145,0.1,0.3888888888888889,False
0.7099265288422246,0.150909090909091,0.560507993547992,0.925,0.5,False
0.7661599019272628,0.24363636363636365,0.8983196194131939,0.47500000000000003,0.4444444444444445,False
0.5952164522020499,0.18545454545454554,0.0975764134185434,0.8500000000000001,0.5555555555555556,True
0.4581231079717457,0.8145454545454547,0.7264226065295956,0.47500000000000003,0.7222222222222222,True
0.24051171285369982,0.19272727272727275,0.179226984094575,0.4,0.3888888888888889,False
0.4905721743626523,0.6381818181818182,0.2719643914490475,1.0,0.611111111111111,True
0.6436690545487904,0.0818181818181819,0.0042877268922147105,0.525,0.5555555555555556,True
0.30364186771855795,0.016363636363636358,0.14923331359617778,0.1,0.2777777777777778,False
0.8843225392165858,0.27454545454545454,0.5746370745451947,0.2,0.4444444444444445,False
0.949762740699352,0.19090909090909092,0.4727933519815423,0.875,0.5,False
0.006654935744010104,0.3290909090909091,0.5512383363619658,0.025,0.0,False
0.8289898341269776,0.49636363636363634,0.21256916511832083,0.15000000000000002,0.5,False
0.8803779469773415,0.6509090909090909,0.40790575167935966,0.35000000000000003,0.6666666666666666,True
0.17407076915378905,0.6527272727272728,0.8579128978908467,0.8,0.4444444444444445,False
0.7626739832042099,0.33090909090909093,0.7764256691916614,0.4,0.4444444444444445,False
0.461500612954608,0.2145454545454546,0.5149764175020929,0.9,0.3888888888888889,False
0.3714755110039947,0.6145454545454545,0.8333911836167998,0.5,0.4444444444444445,False
0.3032916079425574,0.749090909090909,0.9324785103211711,0.45,0.5555555555555556,True
0.16950905254730592,0.56,0.5429078955428058,0.875,0.4444444444444445,False
0.2349075564376913,0.39636363636363636,0.6835453376074484,0.75,0.2777777777777778,False
0.8341102984713663,0.17272727272727273,0.3138207730159054,0.47500000000000003,0.5,False
0.36748088165389325,0.13454545454545463,0.6089388896829124,0.65,0.2777777777777778,False
0.11127419502797908,0.27454545454545454,0.8774118463768708,0.0,0.0,False
0.10093319211748714,0.8636363636363638,0.06674561528880903,0.875,0.6666666666666666,True
0.4148410070802512,0.5890909090909091,0.591747146619842,0.9750000000000001,0.5555555555555556,True
0.10526974172511278,0.8363636363636364,0.34636666190252563,0.375,0.5555555555555556,True
0.3919490288630735,0.8181818181818181,0.10321171161973987,0.45,0.8888888888888888,True
0.9259283968943633,0.2836363636363637,0.9447904118259591,0.325,0.4444444444444445,False
0.37552017746495314,0.7236363636363636,0.781101333278886,0.025,0.4444444444444445,False
0.6594724420611954,0.78,0.7197255854788983,0.8500000000000001,0.7222222222222222,True
0.2886974506092018,0.7236363636363636,0.4493129428098903,0.625,0.611111111111111,True
0.8818040046367722,0.15454545454545454,0.8596075709006268,0.675,0.4444444444444445,False
0.04705156324273835,0.6072727272727274,0.4511505400494109,0.6000000000000001,0.33333333333333337,False
0.7972079292141673,0.09636363636363643,0.46783183943483675,0.35000000000000003,0.5,False
0.5017387896022883,0.2836363636363637,0.31874145006839943,0.2,0.3888888888888889,False
0.5856927221022258,0.3109090909090909,0.8102782938930518,0.9500000000000001,0.3888888888888889,False
0.1360008673099215,0.047272727272727355,0.4169712313943279,0.9,0.16666666666666669,False
0.41332321471758227,0.4509090909090909,0.13590052473610062,0.47500000000000003,0.5,False
0.08568855234298772,0.12727272727272732,0.6765624680972702,0.525,0.16666666666666669,False
0.6029805439033951,0.2836363636363637,0.582273311962758,0.275,0.4444444444444445,False
0.320020682005821,0.4981818181818183,0.4308144639320497,0.375,0.33333333333333337,False
0.9061553985872856,0.7054545454545456,0.44968046225779446,0.025,0.611111111111111,True
0.686709309404475,0.018181818181818188,0.6908344733242134,0.30000000000000004,0.4444444444444445,False
0.6756427683865533,0.9127272727272728,0.5992404598076648,0.025,0.7222222222222222,True
0.9674175013134741,0.8800000000000001,0.7401433325846827,0.8250000000000001,0.8333333333333334,True
0.9414649198155299,0.5690909090909091,0.33593319313146985,0.35000000000000003,0.6666666666666666,True
0.3948511812927922,0.9000000000000001,0.3695203871204851,0.925,0.8333333333333334,True
0.630642726688961,0.6709090909090909,0.2396430977805909,0.47500000000000003,0.6666666666666666,True
0.20973888967651005,0.9127272727272728,0.13681932335586092,0.0,0.6666666666666666,True
0.7697041972796491,0.8890909090909092,0.1521938869265165,0.1,0.8333333333333334,True
0.07558105594982945,0.5654545454545454,0.11352267390816095,0.375,0.4444444444444445,False
0.04964515348883752,0.8381818181818181,0.5919513240908998,0.47500000000000003,0.5555555555555556,True
0.7223690904087199,0.3854545454545455,0.8365355166710905,0.325,0.4444444444444445,False
0.24866776192342654,0.8745454545454545,0.38926434857177855,0.05,0.611111111111111,True
0.8445763941590013,0.49090909090909096,0.835922984257917,0.925,0.4444444444444445,False
0.315875941323148,0.4945454545454546,0.18986463033668863,0.1,0.2777777777777778,False
0.0867726897448941,0.5654545454545454,0.9358474385936256,0.625,0.33333333333333337,False
0.9344847428509478,0.6000000000000001,0.8073585560569247,0.4,0.611111111111111,True
0.2540133932666728,0.07454545454545458,0.2339669640851828,0.75,0.3888888888888889,False
0.946685458381633,0.16909090909090918,0.6284582559160422,0.55,0.5,False
